56,retired,married,secondary,1333,no,no,unknown,no
36,technician,single,secondary,9149,yes,no,unknown,no
25,blue-collar,single,secondary,-350,yes,no,unknown,no
38,technician,married,tertiary,432,yes,no,other,no
57,self-employed,married,secondary,11494,no,no,unknown,no
31,management,married,tertiary,-253,no,no,unknown,no
42,management,married,tertiary,372,yes,no,unknown,yes
45,technician,married,secondary,1410,no,no,unknown,no
30,blue-collar,married,secondary,975,yes,no,failure,no
49,blue-collar,married,primary,305,yes,yes,unknown,no
49,services,married,secondary,400,no,no,unknown,no
53,retired,married,tertiary,-22,yes,no,unknown,no
37,technician,married,secondary,4030,yes,no,unknown,no
49,blue-collar,married,primary,365,no,no,unknown,no
41,self-employed,married,primary,204,no,no,unknown,no
54,management,married,primary,1691,yes,no,unknown,no
32,services,single,secondary,406,yes,no,unknown,no
33,technician,married,secondary,-204,no,no,unknown,no
33,technician,married,secondary,359,yes,no,other,no
36,blue-collar,married,primary,123,yes,no,unknown,no
35,technician,married,tertiary,0,yes,yes,other,no
52,unknown,married,secondary,142,no,no,unknown,no
40,entrepreneur,married,tertiary,3571,no,no,unknown,no
44,technician,single,secondary,33,yes,no,failure,no
45,blue-collar,single,secondary,0,yes,no,success,no
30,student,single,secondary,3096,no,no,unknown,no
48,technician,divorced,secondary,20,no,no,unknown,no
33,blue-collar,married,secondary,3576,yes,no,other,no
57,technician,married,unknown,206,yes,no,unknown,no
57,housemaid,married,primary,7082,no,no,unknown,no
51,unemployed,married,tertiary,1634,yes,no,unknown,no
34,admin.,single,secondary,1,yes,no,unknown,no
50,self-employed,married,tertiary,4012,no,no,unknown,no
44,management,married,tertiary,3762,no,no,unknown,no
27,admin.,married,secondary,-247,yes,yes,unknown,no
50,blue-collar,married,secondary,606,yes,no,unknown,no
36,management,married,tertiary,0,yes,no,other,no
42,management,married,secondary,-189,yes,no,unknown,no
32,unemployed,single,secondary,0,no,no,unknown,no
42,management,married,tertiary,484,yes,no,unknown,no
43,technician,married,secondary,0,no,yes,failure,no
31,management,married,tertiary,395,yes,no,unknown,no
32,management,married,tertiary,2349,no,no,unknown,no
55,blue-collar,divorced,primary,410,no,yes,unknown,no
58,retired,married,primary,3401,yes,no,failure,no
46,blue-collar,married,primary,222,no,no,unknown,no
55,blue-collar,married,secondary,989,yes,yes,unknown,no
34,management,married,tertiary,415,no,yes,unknown,no
28,unemployed,single,secondary,16,no,no,unknown,no
42,technician,divorced,tertiary,7190,yes,no,unknown,no
29,blue-collar,single,secondary,482,no,yes,unknown,yes
54,housemaid,married,secondary,209,yes,yes,unknown,no
32,technician,single,secondary,0,no,no,unknown,no
39,technician,single,tertiary,5803,no,no,unknown,no
53,entrepreneur,married,tertiary,624,no,yes,unknown,no
58,technician,married,tertiary,883,no,no,failure,no
40,self-employed,married,secondary,1516,yes,yes,unknown,no
29,student,single,secondary,872,yes,no,unknown,no
33,technician,married,tertiary,-988,yes,yes,unknown,no
38,admin.,single,secondary,902,yes,no,unknown,no
56,services,divorced,secondary,1007,no,no,unknown,no
40,services,married,secondary,0,yes,no,failure,no
24,blue-collar,single,secondary,174,yes,yes,unknown,yes
46,management,married,secondary,12186,no,no,unknown,no
35,self-employed,married,secondary,524,yes,no,unknown,no
35,blue-collar,single,tertiary,0,yes,no,unknown,no
34,technician,married,secondary,4,yes,no,unknown,no
35,housemaid,married,tertiary,11219,no,no,failure,no
38,technician,single,tertiary,0,no,no,unknown,no
50,blue-collar,married,primary,5776,no,no,unknown,no
51,blue-collar,divorced,primary,37,yes,no,unknown,no
59,self-employed,married,tertiary,593,no,no,unknown,no
32,blue-collar,married,secondary,1148,yes,no,unknown,no
37,blue-collar,single,secondary,3561,yes,no,unknown,no
42,admin.,divorced,secondary,63,no,no,unknown,no
40,student,married,secondary,260,no,no,unknown,no
28,technician,single,tertiary,2269,yes,no,unknown,no
47,admin.,married,secondary,1060,yes,no,unknown,no
27,self-employed,married,secondary,-220,yes,no,unknown,no
41,management,married,tertiary,49,yes,no,unknown,no
34,admin.,married,tertiary,69,no,yes,success,yes
50,blue-collar,married,primary,4108,yes,no,unknown,yes
47,blue-collar,married,secondary,480,yes,no,unknown,no
53,services,married,secondary,4994,no,no,unknown,no
53,technician,divorced,secondary,0,yes,yes,unknown,no
47,management,married,tertiary,3681,no,no,unknown,no
49,entrepreneur,divorced,unknown,-701,yes,no,unknown,yes
29,management,married,tertiary,451,no,no,unknown,no
45,blue-collar,divorced,primary,-311,yes,no,unknown,yes
38,entrepreneur,married,secondary,593,yes,yes,unknown,yes
32,blue-collar,married,secondary,759,yes,no,unknown,yes
70,retired,divorced,primary,4531,no,no,unknown,no
65,retired,divorced,primary,1840,no,no,failure,no
56,blue-collar,married,secondary,345,yes,no,unknown,no
35,blue-collar,married,secondary,1287,yes,no,unknown,no
56,management,married,unknown,353,no,yes,unknown,no
56,technician,married,secondary,205,no,yes,unknown,no
49,entrepreneur,married,secondary,687,yes,no,unknown,yes
38,unemployed,married,primary,1147,yes,yes,unknown,no
35,management,married,tertiary,4286,yes,no,unknown,no
38,admin.,married,tertiary,605,no,no,unknown,no
49,blue-collar,married,secondary,8545,yes,yes,failure,no
55,management,married,unknown,559,no,no,unknown,no
43,blue-collar,single,primary,2,yes,no,unknown,no
43,management,married,tertiary,2,no,yes,unknown,no
25,admin.,single,tertiary,760,yes,no,failure,yes
30,blue-collar,married,primary,1317,yes,no,unknown,no
46,blue-collar,married,secondary,182,no,no,unknown,no
50,admin.,married,primary,276,no,yes,unknown,no
35,entrepreneur,married,secondary,2971,no,no,failure,yes
26,unemployed,single,secondary,1064,no,no,unknown,no
45,admin.,married,unknown,1783,no,no,unknown,no
37,blue-collar,married,secondary,-67,no,no,unknown,no
60,self-employed,single,tertiary,179,no,yes,unknown,no
38,management,married,tertiary,1199,no,no,success,yes
47,blue-collar,married,primary,214,yes,yes,unknown,no
33,technician,married,secondary,6699,no,no,failure,no
51,unemployed,married,secondary,1760,no,yes,unknown,no
35,entrepreneur,single,tertiary,145,yes,no,unknown,yes
35,unemployed,married,secondary,978,no,no,success,yes
48,admin.,single,secondary,1150,yes,no,unknown,no
37,admin.,married,secondary,121,no,no,unknown,no
29,technician,single,tertiary,828,yes,no,other,no
34,admin.,married,secondary,244,yes,no,unknown,no
32,services,married,primary,228,yes,no,unknown,yes
30,management,single,tertiary,424,no,no,unknown,yes
47,management,divorced,tertiary,447,no,yes,unknown,no
33,blue-collar,married,primary,-195,no,no,unknown,no
33,management,single,tertiary,1410,yes,no,failure,no
63,retired,married,primary,1084,no,no,success,no
51,self-employed,divorced,primary,10924,no,no,unknown,no
41,management,married,tertiary,832,yes,yes,failure,no
56,retired,married,tertiary,478,no,no,unknown,no
60,management,single,tertiary,0,no,yes,unknown,no
